Canción,Intérprete(s),Fecha,Semanas en el top,Idioma,Tipo intérprete (H/M/grupo/colaboración),Estilo
Todo irá bien,Chenoa,8/12/2007,1,,Mujer,pop
Ojalá pudiera borrarte,Maná,15/12/2007,1,,Grupo,rock
Me enamora,Juanes,22/12/2007,2,,Hombre,pop latino
No One,Alicia Keys,5/01/2008,2,,Mujer,R&B
Sueños rotos,La Quinta Estación,19/01/2008,2,,Grupo,Pop
Papeles mojados,Chambao,2/02/2008,1,,Mujer,Rumba
Estrella polar,Pereza,9/02/2008,1,,Grupo,pop
Don't Stop the Music,Rihanna,16/02/2008,2,,Mujer,R&B
Cuando me vaya,Melocos con Natalia Jiménez,1/03/2008,1,,Colaboración,pop
Say It Right,Nelly Furtado,8/03/2008,2,,Mujer,R&B
Don't Stop the Music,Rihanna,22/03/2008,1,,Mujer,R&B
Rehab,Amy Winehouse,29/03/2008,2,,Mujer,R&B
Como un lobo,Miguel Bosé con Bimba Bosé,12/04/2008,1,,Colaboración,pop
¡Eres tonto!,El Canto del Loco,19/04/2008,2,,Grupo,Pop
Cuando amanece,Estopa,3/05/2008,1,,Grupo,Rumba
¡Eres tonto!,El Canto del Loco,10/05/2008,1,,Grupo,Pop
Apologize,OneRepublic con Timbaland,17/05/2008,2,,Grupo,pop-rock
¡Eres tonto!,El Canto del Loco,31/05/2008,1,,Grupo,Pop
Kamikaze,Amaral,7/06/2008,2,,Mujer,pop-rock
Gotas de agua dulce,Juanes,21/06/2008,1,,Hombre,pop latino
Kamikaze,Amaral,28/06/2008,1,,Mujer,pop-rock
Bleeding Love,Leona Lewis,5/07/2008,1,,Mujer,pop
Beautiful Girls,Sean Kingston,12/07/2008,1,,Hombre,hip hop
Mercy,Duffy,19/07/2008,1,,Mujer,pop-rock
Beautiful Girls,Sean Kingston,26/07/2008,1,,Hombre,hip hop
Ella Elle l'a,Kate Ryan,2/08/2008,3,,Mujer,dance
Mercy,Duffy,23/08/2008,1,,Mujer,pop-rock
Ella Elle l'a,Kate Ryan,30/08/2008,2,,Mujer,dance
Rise Up,Yves Larock con Jaba,13/09/2008,1,,Colaboración,house
El último vals,La Oreja de Van Gogh,20/09/2008,1,,Grupo,Pop
No dudaría,Rosario,27/09/2008,1,,Mujer,flanenco
Pretendo hablarte,Beatriz Luengo,4/10/2008,1,,Mujer,pop
El último vals,La Oreja de Van Gogh,11/10/2008,1,,Grupo,Pop
Un violinista en tu tejado,Melendi,18/10/2008,3,,Hombre,Rumba
Tenía tanto que darte,Nena Daconte,8/11/2008,2,,Grupo,pop
Peter Pan,El Canto del Loco,22/11/2008,1,,Grupo,Pop
I Kissed a Girl,Katy Perry,29/11/2008,2,,Mujer,pop
Viva la Vida,Coldplay,13/12/2008,2,,Hombre,Pop-rock
Quiero ser,Amaia Montero,27/12/2008,2,,Mujer,Pop
If I Were a Boy,Beyoncé,10/01/2009,1,,Mujer,R&B
Quiero ser,Amaia Montero,17/01/2009,1,,Mujer,Pop
Hemicraneal,Estopa,24/01/2009,2,,Grupo,Rumba
Beggin',Madcon,7/02/2009,2,,Grupo,hip hop
Peter Pan,El Canto del Loco,21/02/2009,1,,Grupo,Pop
Disturbia,Rihanna,28/02/2009,2,,Mujer,R&B
Colgando en tus manos,Carlos Baute con Marta Sánchez,14/03/2009,3,,Colaboración,pop latino
Que te quería,La Quinta Estación,4/04/2009,1,,Grupo,Pop
Colgando en tus manos,Carlos Baute con Marta Sánchez,11/04/2009,1,,Colaboración,pop latino
This is the Life,Amy Macdonald,18/04/2009,1,,Mujer,pop-rock
The Boy Does Nothing,Alesha Dixon,25/04/2009,1,,Mujer,R&B
Colgando en tus manos,Carlos Baute con Marta Sánchez,2/05/2009,1,,Colaboración,pop latino
Just Dance,Lady Gaga,9/05/2009,1,,Mujer,Dance
This is the Life,Amy Macdonald,16/05/2009,1,,Mujer,pop-rock
Human,The Killers,23/05/2009,1,,Grupo,rock
Infinity 2008,Guru Josh Project,30/05/2009,2,,Grupo,house
Hot N Cold,Katy Perry,13/06/2009,1,,Mujer,pop
Estoy enfermo,Pignoise con Melendi,20/06/2009,1,,Colaboración,Rumba
Colgando en tus manos,Carlos Baute con Marta Sánchez,27/06/2009,2,,Colaboración,pop latino
Hot N Cold,Katy Perry,11/07/2009,1,,Mujer,pop
I'm Yours,Jason Mraz,18/07/2009,2,,Hombre,pop
Poker Face,Lady Gaga,1/08/2009,1,,Mujer,Dance
Moving,Macaco,8/08/2009,2,,Hombre,pop
Halo,Beyoncé,22/08/2009,1,,Mujer,R&B
Summercat,Billie the vision and the dancers,29/08/2009,2,,Grupo,indie
When Love Takes Over,David Guetta con Kelly Rowland,12/09/2009,1,,Grupo,house
I Gotta Feeling,The Black Eyed Peas,19/09/2009,2,,Grupo,hip hop
Por quererte,Efecto Mariposa,3/10/2009,1,,Grupo,pop
I Gotta Feeling,The Black Eyed Peas,10/10/2009,2,,Grupo,hip hop
Manos al aire,Nelly Furtado,24/10/2009,2,,Mujer,R&B
Antes de que cuente diez,Fito & Fitipaldis,7/11/2009,2,,Grupo,Rock
Looking for Paradise,Alejandro Sanz con Alicia Keys,21/11/2009,2,,Colaboración,Pop latino
Ayo Technology,Milow,5/12/2009,2,,Hombre,Pop
Esclavo de sus besos,David Bisbal,19/12/2009,1,,Hombre,Pop latino
Ayo Technology,Milow,26/12/2009,1,,Hombre,Pop
Happy,Leona Lewis,2/01/2010,2,,Mujer,pop
Russian Roulette,Rihanna,16/01/2010,2,,Mujer,R&B
Que nadie,Manuel Carrasco con Malú,30/01/2010,2,,Colaboración,Balada
Bad Romance,Lady Gaga,13/02/2010,3,,Mujer,Dance
Desde cuándo,Alejandro Sanz,6/03/2010,1,,Hombre,Pop Latino
Quiero aprender de ti,El Canto del Loco,13/03/2010,1,,Grupo,Pop
El run run,Estopa con Rosario,20/03/2010,2,,Colaboración,Rumba
Tik Tok,Ke$ha,3/04/2010,2,,Mujer,dance
Meet Me Halfway,The Black Eyed Peas,17/04/2010,3,,Grupo,Dance pop
Stereo Love,Edward Maya con Vika Jigulina,8/05/2010,2,,Colaboración,dance
Cosas que suenan a...,Maldita Nerea,22/05/2010,1,,Grupo,Pop rock
Sexy Bitch,David Guetta con Akon,29/05/2010,2,,Colaboración,House
Sick Of Love,Robert Ramírez,12/06/2010,2,,Hombre,dance
Telephone,Lady Gaga con Beyoncé,26/06/2010,1,,Colaboración,Dance
Waka Waka (Esto es África),Shakira con Freshlyground,3/07/2010,2,,Colaboración,Pop latino
Wavin' Flag,K'naan con David Bisbal,17/07/2010,2,,Colaboración,hip hop
Waka Waka (Esto es África),Shakira con Freshlyground,31/07/2010,4,,Colaboración,Pop latino
Alejandro,Lady Gaga,28/08/2010,1,,Mujer,Dance
Break Your Heart,Taio Cruz,4/09/2010,1,,Hombre,Hip hop
Alejandro,Lady Gaga,11/09/2010,2,,Mujer,Dance
Club Can't Handle Me,Flo Rida con David Guetta,25/09/2010,1,,Colaboración,House
El secreto de las tortugas,Maldita Nerea,2/10/2010,3,,Grupo,Pop rock
Love the Way You Lie,Eminem con Rihanna,23/10/2010,3,,Colaboración,R&B
Only Girl (In the World),Rihanna,13/11/2010,3,,Mujer,R&B
Loca,Shakira con El Cata,4/12/2010,2,,Colaboración,Pop latino
Cry Cry,Oceana,18/12/2010,1,,Mujer,Reggae
Loca,Shakira con El Cata,25/12/2010,2,,Colaboración,Pop latino
Barbie de extrarradio,Melendi,8/01/2011,1,,Hombre,Rumba
Love the Way You Lie,Eminem con Rihanna,15/01/2011,1,,Colaboración,R&B
The Time (Dirty Bit),The Black Eyed Peas,22/01/2011,2,,Grupo,Dance pop
Hold My Hand,Michael Jackson con Akon,5/02/2011,2,,Colaboración,R&B
Who's That Chick?,David Guetta con Rihanna,19/02/2011,1,,Colaboración,House
Tonight (I'm Lovin' You),Enrique Iglesias con Ludacris y DJ Frank E,26/02/2011,2,,Colaboración,Dance
Tu mirada me hace grande,Maldita Nerea,12/03/2011,1,,Grupo,Pop rock
Tonight (I'm Lovin' You),Enrique Iglesias con Ludacris y DJ Frank E,19/03/2011,1,,Colaboración,Dance
Blanco y negro,Malú,26/03/2011,2,,Mujer,balada
Born This Way,Lady Gaga,9/04/2011,2,,Mujer,Dance
On the Floor,Jennifer Lopez con Pitbull,23/04/2011,2,,Colaboración,Rreggaeton
Lead The Way,Carlos Jean con Electric Nana,7/05/2011,1,,Colaboración,dance
Mr. Saxobeat,Alexandra Stan,14/05/2011,1,,Hombre,dance
S&M,Rihanna,21/05/2011,2,,Mujer,R&B
On the Floor,Jennifer Lopez con Pitbull,4/06/2011,3,,Colaboración,Rreggaeton
Give Me Everything,"Pitbull con Ne-Yo, Afrojack y Nayer",25/06/2011,3,,Colaboración,Rreggaeton
Party Rock Anthem,LMFAO con Lauren Bennett y GoonRock,16/07/2011,1,,Colaboración,dance
Give Me Everything,"Pitbull con Ne-Yo, Afrojack y Nayer",23/07/2011,1,,Colaboración,Rreggaeton
Party Rock Anthem,LMFAO con Lauren Bennett y GoonRock,30/07/2011,1,,Colaboración,dance
Where Them Girls At,David Guetta con Flo Rida y Nicki Minaj,6/08/2011,1,,Colaboración,House
Give Me Everything,"Pitbull con Ne-Yo, Afrojack y Nayer",13/08/2011,2,,Colaboración,Rreggaeton
Till the World Ends,Britney Spears,27/08/2011,1,,Mujer,Pop
Bailando por ahí,Juan Magán,3/09/2011,1,,Hombre,Reggaeton
Gimme The Base (DJ),Carlos Jean con M-AND-Y,10/09/2011,1,,Colaboración,dance
Danza kuduro,Don Omar con Lucenzo,17/09/2011,1,,Colaboración,Reggaeton
Bailando por ahí,Juan Magán,24/09/2011,1,,Hombre,Reggaeton
La niña que llora en tus fiestas,La Oreja de Van Gogh,1/10/2011,2,,Grupo,Pop
Moves Like Jagger,Maroon 5 con Christina Aguilera,15/10/2011,2,,Colaboración,R&B
Rain Over Me,Pitbull con Marc Anthony,29/10/2011,1,,Colaboración,Rreggaeton
Moves Like Jagger,Maroon 5 con Christina Aguilera,5/11/2011,1,,Colaboración,R&B
I Wanna Go,Britney Spears,12/11/2011,1,,Mujer,Pop
¿No podíamos ser agua?,Maldita Nerea,19/11/2011,1,,Mujer,Pop rock
We Found Love,Rihanna con Calvin Harris,26/11/2011,2,,Colaboración,House
Moves Like Jagger,Maroon 5 con Christina Aguilera,10/12/2011,1,,Colaboración,R&B
Titanium,David Guetta con Sia,17/12/2011,2,,Colaboración,House
Someone Like You,Adele,31/12/2011,3,,Mujer,Soul
Ai se eu te pego!,Michel Teló,21/01/2012,1,,Hombre,sertanejo
Someone Like You,Adele,28/01/2012,1,,Mujer,Soul
Got 2 Luv U,Sean Paul con Alexis Jordan,4/02/2012,1,,Colaboración,electro
Someone Like You,Adele,11/02/2012,1,,Mujer,Soul
Cometas por el cielo,La Oreja de Van Gogh,18/02/2012,1,,Grupo,Pop
Good Feeling,Flo Rida,25/02/2012,1,,Grupo,Hip hop
Stereo Hearts,Gym Class Heroes con Adam Levine,3/03/2012,2,,Colaboración,hip hop
Hangover,Taio Cruz con Flo Rida,17/03/2012,1,,Colaboración,Hip hop
International Love,Pitbull con Chris Brown,24/03/2012,2,,Colaboración,Rreggaeton
Someone Like You,Adele,7/04/2012,1,,Mujer,Soul
Yo te esperaré,Cali & el Dandee,14/04/2012,3,,Grupo,Reggaeton
Te he echado de menos,Pablo Alborán,5/05/2012,2,,Hombre,Pop
Stronger (What Doesn't Kill You),Kelly Clarkson,19/05/2012,1,,Mujer,pop
Yo te esperaré,Cali & el Dandee,26/05/2012,1,,Grupo,Reggaeton
Boys Will Be Boys,Paulina Rubio,2/06/2012,1,,Mujer,pop latino
Te he echado de menos,Pablo Alborán,9/06/2012,1,,Hombre,Pop
Somebody That I Used To Know,Gotye con Kimbra,16/06/2012,2,,Colaboración,indie
Euphoria,Loreen,30/06/2012,1,,Mujer,dance
No hay 2 sin 3 (Gol),Cali & el Dandee con David Bisbal,7/07/2012,1,,Colaboración,Reggaeton
Call Me Maybe,Carly Rae Jepsen,14/07/2012,1,,Mujer,Pop
Euphoria,Loreen,21/07/2012,1,,Mujer,dance
Payphone,Maroon 5,28/07/2012,1,,Grupo,pop-rock
Dance Again,Jennifer Lopez con Pitbull,4/08/2012,1,,Colaboración,Rreggaeton
Tacata',Tacabro,11/08/2012,1,,Hombre,Reggaeton
Rayos de sol,José de Rico con Henry Méndez,18/08/2012,1,,Colaboración,reggaeton
Call Me Maybe,Carly Rae Jepsen,25/08/2012,1,,Mujer,Pop
We Are Young,Fun. con Janelle Monáe,1/09/2012,1,,Colaboración,indie
Drive By,Train,8/09/2012,1,,Grupo,rock
Whistle,Flo Rida,15/09/2012,1,,Grupo,Hip hop
Pan y mantequilla,Efecto Pasillo,22/09/2012,1,,Grupo,rumba
Call Me Maybe,Carly Rae Jepsen,29/09/2012,1,,Mujer,Pop
Whistle,Flo Rida,6/10/2012,1,,Grupo,Hip hop
Te voy a esperar,Juan Magán con Belinda,13/10/2012,2,,Colaboración,Reggaeton
Se vende,Alejandro Sanz,27/10/2012,1,,Hombre,Pop Latino
Tanto,Pablo Alborán,3/11/2012,2,,Hombre,Pop
Set Fire to the Rain,Adele,17/11/2012,1,,Mujer,Soul
Tanto,Pablo Alborán,24/11/2012,1,,Hombre,Pop
Set Fire to the Rain,Adele,1/12/2012,1,,Mujer,Soul
Diamonds,Rihanna,8/12/2012,2,,Mujer,R&B
This Is Love,will.i.am con Eva Simons,22/12/2012,1,,Colaboración,dance
Gangnam Style,PSY,ko,2,,Hombre,dance
We Are Never Ever Getting Back Together,Taylor Swift,12/01/2013,1,,Mujer,Pop
Girl On Fire,Alicia Keys,19/01/2013,1,,Mujer,R&B
Mi marciana,Alejandro Sanz,26/01/2013,1,,Hombre,Pop Latino
Locked Out of Heaven,Bruno Mars,2/02/2013,2,,Hombre,        R&B
Don't You Worry Child,Swedish House Mafia con John Martin,16/02/2013,1,,Colaboración,house
Lágrimas desordenadas,Melendi,23/02/2013,1,,Hombre,Rumba
Scream & Shout,will.i.am con Britney Spears,2/03/2013,2,,Colaboración,dance
Locked Out of Heaven,Bruno Mars,16/03/2013,1,,Hombre,        R&B
Try,Pink,23/03/2013,1,,Mujer,Pop 
Hall of Fame,The Script con will.i.am,30/03/2013,1,,Colaboración,dance
Feel This Moment,Pitbull con Christina Aguilera,6/04/2013,2,,Colaboración,Rreggaeton
No importa que llueva,Efecto Pasillo,20/04/2013,1,,Grupo,rumba
Ho Hey,The Lumineers,27/04/2013,1,,Grupo,Indie folk
Feel This Moment,Pitbull con Christina Aguilera,4/05/2013,1,,Colaboración,Rreggaeton
Tu jardín con enanitos,Melendi,11/05/2013,1,,Hombre,Rumba
Impossible,James Arthur,18/05/2013,1,,Hombre,R&B
Tu jardín con enanitos,Melendi,25/05/2013,1,,Hombre,Rumba
Heartbreaker,Auryn,1/06/2013,1,,Grupo,Pop
Impossible,James Arthur,8/06/2013,1,,Hombre,R&B
Thrift Shop,Macklemore & Ryan Lewis con Wanz,15/06/2013,1,,Colaboración,Hip hop
Get Lucky,Daft Punk con Pharrell Williams y Nile Rodgers,22/06/2013,2,,Colaboración,Disco
I Could Be the One,Avicii con Nicky Romero,6/07/2013,1,,Colaboración,House
Let Her Go,Passenger,13/07/2013,2,,Hombre,Folk
More Than Friends,Inna con Daddy Yankee,27/07/2013,1,,Colaboración,reggaeton
Cero,Dani Martín,3/08/2013,1,,Hombre,pop
Blurred Lines,Robin Thicke con T.I. y Pharrell Williams,10/08/2013,2,,Colaboración,Reggaeton
I Love It,Icona Pop con Charli XCX,24/08/2013,1,,Colaboración,dance
Blurred Lines,Robin Thicke con T.I. y Pharrell Williams,31/08/2013,1,,Colaboración,Reggaeton
Wake Me Up!,Avicii,7/09/2013,3,,Hombre,House
La La La,Naughty Boy con Sam Smith,28/09/2013,1,,Colaboración,pop
We Can't Stop,Miley Cyrus,5/10/2013,1,,Mujer,Teen pop
Can't Hold Us,Macklemore & Ryan Lewis con Ray Dalton,12/10/2013,1,,Colaboración,Hip hop
Love Me Again,John Newman,19/10/2013,1,,Hombre,soul
Roar,Katy Perry,26/10/2013,1,,Mujer,pop
Love Me Again,John Newman,2/11/2013,1,,Hombre,soul
Wrecking Ball,Miley Cyrus,9/11/2013,2,,Mujer,Teen pop
Burn,Ellie Goulding,23/11/2013,1,,Mujer,Indie
Counting Stars,OneRepublic,30/11/2013,1,,Grupo,pop-rock
Wrecking Ball,Miley Cyrus,7/12/2013,2,,Mujer,Teen pop
Story of My Life,One Direction,21/12/2013,1,,Grupo,Pop
Timber,Pitbull con Ke$ha,28/12/2013,1,,Colaboración,Rreggaeton
A prueba de ti,Malú,4/01/2014,1,,Mujer,balada
Timber,Pitbull con Ke$ha,11/01/2014,1,,Colaboración,Rreggaeton
The Monster,Eminem con Rihanna,18/01/2014,1,,Colaboración,R&B
Talk Dirty,Jason Derülo con 2 Chainz,25/01/2014,1,,Colaboración,R&B
Hey Brother,Avicii,1/02/2014,2,,Hombre,House
Llegará,Antonio Orozco,15/02/2014,1,,Hombre,Balada
Royals,Lorde,22/02/2014,1,,Mujer,Pop
Happy,Pharrell Williams,1/03/2014,3,,Hombre,Reggaeton
Can't Remember to Forget You,Shakira con Rihanna,22/03/2014,1,,Colaboración,R&B
Diez mil maneras,David Bisbal,29/03/2014,1,,Hombre,Pop latino
Happy,Pharrell Williams,5/04/2014,1,,Hombre,Reggaeton
Terriblemente cruel,Leiva,12/04/2014,1,,Hombre,Pop
Dark Horse,Katy Perry con Juicy J,19/04/2014,1,,Colaboración,pop
Wings,Birdy,26/04/2014,1,,Mujer,Folk
Dark Horse,Katy Perry con Juicy J,3/05/2014,1,,Colaboración,pop
Changes,FAUL & Wad Ad,10/05/2014,2,,Grupo,House
Trumpets,Jason Derülo,24/05/2014,1,,Hombre,R&B
Bailando,"Enrique Iglesias con Sean Paul, Gente de Zona y Descemer Bueno",31/05/2014,2,,Colaboración,Reggaeton
Dare (La La La),Shakira,14/06/2014,1,,Mujer,Pop latino
We Are One (Ole Ola),Pitbull con Jennifer Lopez y Claudia Leitte,21/06/2014,1,,Colaboración,Rreggaeton
All of Me,John Legend,28/06/2014,1,,Hombre,R&B
Bailando,"Enrique Iglesias con Sean Paul, Gente de Zona y Descemer Bueno",5/07/2014,1,,Colaboración,Reggaeton
Human,Christina Perri,12/07/2014,1,,Hombre,pop
Cola Song,Inna con J Balvin,19/07/2014,1,,Colaboración,reggaeton
Stolen Dance,Milky Chance,26/07/2014,1,,Hombre,folk
No Amanece,David Bisbal,2/08/2014,1,,Hombre,Pop latino
Summer,Calvin Harris,9/08/2014,1,,Hombre,House
Am I Wrong,Nico & Vinz,16/08/2014,2,,Grupo,Hip Hop
Waves,Mr. Probz,30/08/2014,1,,Hombre,Hip hop
Problem,Ariana Grande,6/09/2014,1,,Mujer,pop
Lovers on the Sun,David Guetta,13/09/2014,1,,Hombre,House
Wiggle,Jason Derülo,20/09/2014,1,,Hombre,R&B
Rude,Magic!,27/09/2014,1,,Grupo,Reggae pop
Puppeteer,Auryn,4/10/2014,1,,Grupo,Pop
Rude,Magic!,11/10/2014,1,,Grupo,Reggae pop
Prayer in C,Lilly Wood and the Prick con Robin Schulz,18/10/2014,1,,Colaboración,dance
All About That Bass,Meghan Trainor,25/10/2014,2,,Mujer,R&B
Chandelier,Sia,8/11/2014,1,,Mujer,Electropop
Shake it Off,Taylor Swift,15/11/2014,1,,Mujer,Pop
Chandelier,Sia,22/11/2014,1,,Mujer,Electropop
Blame,Calvin Harris con John Newman,29/11/2014,1,,Colaboración,House
All About That Bass,Meghan Trainor,6/12/2014,1,,Mujer,R&B
Dangerous,David Guetta con Sam Martin,13/12/2014,2,,Colaboración,House
Tocado y hundido,Melendi,27/12/2014,1,,Hombre,Rumba
Stay with Me,Sam Smith,3/01/2015,1,,Hombre,pop
People Help the People,Birdy,10/01/2015,1,,Mujer,Folk
Tocado y hundido,Melendi,17/01/2015,1,,Hombre,Rumba
Uptown Funk,Mark Ronson con Bruno Mars,24/01/2015,3,,Colaboración,funk
Thinking Out Loud,Ed Sheeran,14/02/2015,2,,Hombre,Folk
Animals,Maroon 5,28/02/2015,1,,Grupo,pop-rock
Take Me to Church,Hozier,7/03/2015,1,,Hombre,Folk
Love Me Like You Do,Ellie Goulding,14/03/2015,3,,Mujer,Indie
Outside,Calvin Harris con Ellie Goulding,4/04/2015,1,,Colaboración,House
Elastic Heart,Sia,11/04/2015,1,,Mujer,Electropop
The Nights,Avicii,18/04/2015,1,,Hombre,House
FourFiveSeconds,Rihanna con Kanye West y Paul McCartney,25/04/2015,1,,Colaboración,R&B
I'm an Albatraoz,AronChupa,2/05/2015,1,,Hombre,House
Un zombie a la intemperie,Alejandro Sanz,9/05/2015,1,,Hombre,Pop Latino
Cheerleader,OMI con Felix Jaehn,16/05/2015,2,,Colaboración,reggae
El perdón,Nicky Jam con Enrique Iglesias,30/05/2015,1,,Colaboración,Reggaeton
See You Again,Wiz Khalifa con Charlie Puth,6/06/2015,1,,Colaboración,hip hop
Lean On,DJ Snake y Major Lazer con MØ,13/06/2015,2,,Colaboración,dance
Want to Want Me,Jason Derülo,27/06/2015,1,,Hombre,R&B
Él no te da,Dasoul,4/07/2015,1,,Hombre,Latino
Are You With Me?,Lost Frequencies,11/07/2015,2,,Grupo,house
Heroes,Måns Zelmerlöw,25/07/2015,1,,Hombre,pop
Five More Hours,Deorro con Chris Brown,1/08/2015,1,,Colaboración,house
I Really Like You,Carly Rae Jepsen,8/08/2015,1,,Mujer,Pop
Hey Mama,"David Guetta con Nicki Minaj, Afrojack y Bebe Rexha",15/08/2015,1,,Colaboración,House
La gozadera,Gente de Zona con Marc Anthony,22/08/2015,1,,Colaboración,reggaeton
Don't Worry,Madcon con Ray Dalton,29/08/2015,2,,Colaboración,dance
Lean On,DJ Snake y Major Lazer con MØ,12/09/2015,1,,Colaboración,dance
La gozadera,Gente de Zona con Marc Anthony,19/09/2015,1,,Colaboración,reggaeton
"I Don't Like It, I Love It",Flo Rida con Robin Thicke y Verdine White,26/09/2015,1,,Colaboración,Hip hop
Stole the Show,Kygo con Parson James,3/10/2015,1,,Colaboración,house
Ain't Nobody (Loves Me Better),Felix Jaehn con Jasmine Thompson,10/10/2015,1,,Colaboración,dance
A que no me dejas,Alejandro Sanz,17/10/2015,1,,Hombre,Pop Latino
Vuelve,Juan Magán con Paulina Rubio y DCS,24/10/2015,1,,Colaboración,Reggaeton
Marvin Gaye,Charlie Puth con Meghan Trainor,31/10/2015,1,,Colaboración,R&B
What Do You Mean?,Justin Bieber,7/11/2015,1,,Hombre,Pop
Hello,Adele,14/11/2015,3,,Mujer,Soul
Locked Away,R. City con Adam Levine,5/12/2015,1,,Colaboración,dance
El mismo sol (Under the Same Sun),Álvaro Soler con Jennifer Lopez,12/12/2015,1,,Colaboración,Pop
Sorry,Justin Bieber,19/12/2015,1,,Hombre,Pop
Ginza,J Balvin,26/12/2015,1,,Hombre,reggaeton
Sorry,Justin Bieber,2/01/2016,1,,Hombre,Pop
Adventure of a Lifetime,Coldplay,9/01/2016,1,,Grupo,Pop rock
Tu enemigo,Pablo López y Juanes,16/01/2016,1,,Colaboración,Pop latino
Sorry,Justin Bieber,23/01/2016,1,,Hombre,Pop
Hundred miles,Yall y Gabriela Richardson,30/01/2016,1,,Mujer,house
Stitches,Shawn Mendes,6/02/2016,1,,Hombre,pop
Love Yourself,Justin Bieber,13/02/2016,2,,Hombre,Pop
Light It Up,Major Lazer con Fuse ODG y NYLA,27/02/2016,1,,Colaboración,mombathon
Work,Rihanna con Drake,5/03/2016,2,,Colaboración,R&B
Lush Life,Zara Larsson,19/03/2016,1,,Mujer,pop
Faded,Alan Walker con Iselin Solheim,26/03/2016,2,,Colaboración,house
7 Years,Lukas Graham,9/04/2016,1,,Hombre,pop
Catch & Release,Matt Simons con Deepend,16/04/2016,1,,Colaboración,pop
Stressed Out,Twenty One Pilots,23/04/2016,1,,Grupo,hip hop
Cheap Thrills,Sia con Sean Paul,30/04/2016,2,,Colaboración,dance
Duele el corazón,Enrique Iglesias con Wisin,14/05/2016,2,,Colaboración,Reggaeton
No,Meghan Trainor,28/05/2016,1,,Mujer,R&B
I Took a Pill in Ibiza,Mike Posner con SeeB,4/06/2016,1,,Colaboración,House
One Dance,"Drake, Kyla y Wizkid",11/06/2016,2,,Colaboración,dance
Can't Stop the Feeling!,Justin Timberlake,25/06/2016,1,,Hombre,Pop
One Dance,"Drake, Kyla y Wizkid",2/07/2016,1,,Colaboración,dance
Can't Stop the Feeling!,Justin Timberlake,9/07/2016,0,,Hombre,Pop
Can't Stop the Feeling!,Justin Timberlake,16/07/2016,,,Hombre,Pop
Ain't Your Mama,Jennifer Lopez,23/07/2016,,,Mujer,dance
Don't Let Me Down,The Chainsmokers con Daya,30/07/2016,,,Colaboración,dance
Cómo te atreves,Morat,6/08/2016,,,Grupo,folk pop
This Girl,Kungs y Cookin’ on 3 Burners,13/08/2016,,,Grupo,funk
This Girl,Kungs y Cookin’ on 3 Burners,20/08/2016,,,Grupo,funk
La bicicleta,Carlos Vives con Shakira,27/08/2016,,,Colaboración,Reggaeton
La bicicleta,Carlos Vives con Shakira,3/09/2016,,,Colaboración,Reggaeton
Cold Water,Major Lazer con Justin Bieber y MØ,10/09/2016,,,Colaboración,dance
We Don't Talk Anymore,Charlie Puth con Selena Gomez,17/09/2016,,,Colaboración,house
Closer,The Chainsmokers con Halsey,24/09/2016,,,Colaboración,dance
Ride,Twenty One Pilots,1/10/2016,,,Grupo,hip hop
Let Me Love You,DJ Snake con Justin Bieber,8/10/2016,,,Colaboración,dance
Borró cassette,Maluma,15/10/2016,,,Hombre,Reggaeton
24K Magic,Bruno Mars,22/10/2016,,,Hombre,        R&B
Sincericidio,Leiva,29/10/2016,,,Hombre,Pop
Safari,"J Balvin con Pharrell Williams, BIA y Sky",5/11/2016,,,Colaboración,Reggaeton
The Greatest,Sia con Kendrick Lamar,12/11/2016,,,Colaboración,dance
Heathens,Twenty One Pilots,19/11/2016,,,Grupo,hip hop
Safari,"J Balvin con Pharrell Williams, BIA y Sky",26/11/2016,,,Colaboración,Reggaeton
Lost On You,LP,3/12/2016,,,Hombre,Indie
Starboy,The Weeknd con Daft Punk,10/12/2016,,,Colaboración,house
Starboy,The Weeknd con Daft Punk,17/12/2016,,,Colaboración,house
Chantaje,Shakira con Maluma,24/12/2016,,,Colaboración,Reggaeton
Chantaje,Shakira con Maluma,31/12/2016,,,Colaboración,Reggaeton
Rockabye,Clean Bandit ft. Sean Paul y Anne-Marie,7/01/2017,,,Colaboración,dance
Rockabye,Clean Bandit ft. Sean Paul y Anne-Marie,14/01/2017,,,Colaboración,dance
Human,Rag'n'Bone Man,21/01/2017,,,Hombre,R&B
Shape of You,Ed Sheeran,28/01/2017,,,Hombre,Folk
Shape of You,Ed Sheeran,4/02/2017,,,Hombre,Folk
Despacito,Luis Fonsi ft. Daddy Yankee,11/02/2017,,,Colaboración,Reggaeton
Despacito,Luis Fonsi ft. Daddy Yankee,18/02/2017,,,Colaboración,Reggaeton
La lluvia en los zapatos,Leiva,25/02/2017,,,Hombre,Pop
Sexual,Neiked ft. Dyo,4/03/2017,,,Colaboración,pop
I Feel It Coming,The Weeknd ft. Daft Punk,11/03/2017,,,Colaboración,house
Shape of You,Ed Sheeran,18/03/2017,,,Hombre,Folk
Shape of You,Ed Sheeran,25/03/2017,,,Hombre,Folk
Chained to the Rhythm,Katy Perry ft. Skip Marley,1/04/2017,,,Colaboración,pop
Súbeme la radio,Enrique Iglesias ft. Descemer Bueno y Zion & Lennox,8/04/2017,,,Colaboración,Reggaeton
Something Just Like This,The Chainsmokers ft. Coldplay,15/04/2017,,,Colaboración,Pop-rock
