ID,serie,temporada,episodio,numero,estreno,,puntuacion,votos,imagen,fecha,hora
89,The Walking Dead,7,Swear,6,27 Nov. 2016,,5.7,10205,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
90,The Walking Dead,7,Sing Me a Song,7,4 Dec. 2016,,8,7585,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
91,The Walking Dead,7,Hearts Still Beating,8,11 Dec. 2016,,8.6,9092,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
92,The Walking Dead,7,Rock in the Road,9,12 Feb. 2017,,8.1,6817,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
93,The Walking Dead,7,New Best Friends,10,19 Feb. 2017,,7.4,6155,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
94,The Walking Dead,7,Hostiles and Calamities,11,26 Feb. 2017,,7.4,6140,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
95,The Walking Dead,7,Say Yes,12,5 Mar. 2017,,7,6318,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
96,The Walking Dead,7,Bury Me Here,13,12 Mar. 2017,,7.7,6143,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
97,The Walking Dead,7,The Other Side,14,19 Mar. 2017,,6.6,5921,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
98,The Walking Dead,7,Something They Need,15,26 Mar. 2017,,7.7,5452,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
99,The Walking Dead,7,The First Day of the Rest of Your Life,16,2 Apr. 2017,,7.6,10454,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:24.502971
100,The Walking Dead,8,Mercy,1,22 Oct. 2017,,6.9,8502,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
101,The Walking Dead,8,The Damned,2,29 Oct. 2017,,6.7,6620,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
102,The Walking Dead,8,Monsters,3,5 Nov. 2017,,6.3,5976,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
103,The Walking Dead,8,Some Guy,4,12 Nov. 2017,,6.8,5921,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
104,The Walking Dead,8,The Big Scary U,5,19 Nov. 2017,,7.3,5090,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
105,The Walking Dead,8,"The King, the Widow and Rick",6,26 Nov. 2017,,6.1,4736,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
106,The Walking Dead,8,Time for After,7,3 Dec. 2017,,6.4,4457,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
107,The Walking Dead,8,How It's Gotta Be,8,10 Dec. 2017,,6.6,6448,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
108,The Walking Dead,8,Honor,9,25 Feb. 2018,,6.8,4950,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
109,The Walking Dead,8,The Lost and the Plunderers,10,4 Mar. 2018,,7.9,3904,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
110,The Walking Dead,8,Dead or Alive Or,11,11 Mar. 2018,,7.2,3257,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
111,The Walking Dead,8,The Key,12,18 Mar. 2018,,8.3,4001,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
112,The Walking Dead,8,Do Not Send Us Astray,13,25 Mar. 2018,,7.4,3366,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
113,The Walking Dead,8,Still Gotta Mean Something,14,1 Apr. 2018,,7.5,3101,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
114,The Walking Dead,8,Worth,15,8 Apr. 2018,,8,2911,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
115,The Walking Dead,8,Wrath,16,15 Apr. 2018,,7.6,4011,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:30.480321
116,The Walking Dead,9,Episode #9.1,1,2018,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
117,The Walking Dead,9,Episode #9.2,2,2018,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
118,The Walking Dead,9,Episode #9.3,3,2018,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
119,The Walking Dead,9,Episode #9.4,4,,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
120,The Walking Dead,9,Episode #9.5,5,2018,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
121,The Walking Dead,9,Episode #9.6,6,2018,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
122,The Walking Dead,9,Episode #9.7,7,2018,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
123,The Walking Dead,9,Episode #9.8,8,2018,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
124,The Walking Dead,9,Episode #9.9,9,,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
125,The Walking Dead,9,Episode #9.10,10,2019,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
126,The Walking Dead,9,Episode #9.11,11,2019,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
127,The Walking Dead,9,Episode #9.12,12,2019,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
128,The Walking Dead,9,Episode #9.13,13,2019,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
129,The Walking Dead,9,Episode #9.14,14,2019,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
130,The Walking Dead,9,Episode #9.15,15,2019,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
131,The Walking Dead,9,Episode #9.16,16,2019,,,,https://ia.media-imdb.com/images/M/MV5BMzNkMWNmZGUtNWFlZi00MTYwLWIwMjQtOGViN2QzNmI2MWYwXkEyXkFqcGdeQXVyODA1MDc5NjM@._V1_.jpg,4/25/2018,11:32:36.365552
132,Juego de tronos,1,Winter Is Coming,1,9-May-11,,9,25284,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:50.665479
133,Juego de tronos,1,The Kingsroad,2,16-May-11,,8.8,19357,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:50.665479
134,Juego de tronos,1,Lord Snow,3,23-May-11,,8.7,18254,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:50.665479
135,Juego de tronos,1,"Cripples, Bastards, and Broken Things",4,30-May-11,,8.8,17508,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:50.665479
136,Juego de tronos,1,The Wolf and the Lion,5,6 Jun. 2011,,9.1,18485,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:50.665479
137,Juego de tronos,1,A Golden Crown,6,13 Jun. 2011,,9.2,18304,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:50.665479
138,Juego de tronos,1,You Win or You Die,7,20 Jun. 2011,,9.3,18637,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:50.665479
139,Juego de tronos,1,The Pointy End,8,27 Jun. 2011,,9.1,17074,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:50.665479
140,Juego de tronos,1,Baelor,9,4 Jul. 2011,,9.6,24288,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:50.665479
141,Juego de tronos,1,Fire and Blood,10,11 Jul. 2011,,9.5,21455,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:50.665479
142,Juego de tronos,2,The North Remembers,1,1 Apr. 2012,,8.9,17039,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:56.305280
143,Juego de tronos,2,The Night Lands,2,8 Apr. 2012,,8.6,15954,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:56.305280
144,Juego de tronos,2,What Is Dead May Never Die,3,15 Apr. 2012,,8.9,15795,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:56.305280
145,Juego de tronos,2,Garden of Bones,4,22 Apr. 2012,,8.9,15127,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:56.305280
146,Juego de tronos,2,The Ghost of Harrenhal,5,29 Apr. 2012,,8.9,15313,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:56.305280
147,Juego de tronos,2,The Old Gods and the New,6,6-May-12,,9.1,16262,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:56.305280
148,Juego de tronos,2,A Man Without Honor,7,13-May-12,,9,15712,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:56.305280
149,Juego de tronos,2,The Prince of Winterfell,8,20-May-12,,8.9,15447,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:56.305280
150,Juego de tronos,2,Blackwater,9,27-May-12,,9.7,28263,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:56.305280
151,Juego de tronos,2,Valar Morghulis,10,3 Jun. 2012,,9.4,19911,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:32:56.305280
152,Juego de tronos,3,Valar Dohaeris,1,31 Mar. 2013,,8.9,17474,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:01.496529
153,Juego de tronos,3,"Dark Wings, Dark Words",2,7 Apr. 2013,,8.6,15372,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:01.496529
154,Juego de tronos,3,Walk of Punishment,3,14 Apr. 2013,,8.9,15711,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:01.496529
155,Juego de tronos,3,And Now His Watch Is Ended,4,21 Apr. 2013,,9.6,22060,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:01.496529
156,Juego de tronos,3,Kissed by Fire,5,28 Apr. 2013,,9,15790,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:01.496529
157,Juego de tronos,3,The Climb,6,5-May-13,,8.9,15671,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:01.496529
158,Juego de tronos,3,The Bear and the Maiden Fair,7,12-May-13,,8.8,15229,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:01.496529
159,Juego de tronos,3,Second Sons,8,19-May-13,,9,15638,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:01.496529
160,Juego de tronos,3,The Rains of Castamere,9,2 Jun. 2013,,9.9,64724,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:01.496529
161,Juego de tronos,3,Mhysa,10,9 Jun. 2013,,9.2,18055,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:01.496529
162,Juego de tronos,4,Two Swords,1,6 Apr. 2014,,9.1,21904,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:07.075531
163,Juego de tronos,4,The Lion and the Rose,2,13 Apr. 2014,,9.7,35889,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:07.075531
164,Juego de tronos,4,Breaker of Chains,3,20 Apr. 2014,,8.9,17727,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:07.075531
165,Juego de tronos,4,Oathkeeper,4,27 Apr. 2014,,8.9,16844,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:07.075531
166,Juego de tronos,4,First of His Name,5,4-May-14,,8.8,16215,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:07.075531
167,Juego de tronos,4,The Laws of Gods and Men,6,11-May-14,,9.7,31053,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:07.075531
168,Juego de tronos,4,Mockingbird,7,18-May-14,,9.2,18251,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:07.075531
169,Juego de tronos,4,The Mountain and the Viper,8,1 Jun. 2014,,9.7,34593,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:07.075531
170,Juego de tronos,4,The Watchers on the Wall,9,8 Jun. 2014,,9.6,28122,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:07.075531
171,Juego de tronos,4,The Children,10,15 Jun. 2014,,9.7,28066,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:07.075531
172,Juego de tronos,5,The Wars to Come,1,12 Apr. 2015,,8.6,18916,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:13.021597
173,Juego de tronos,5,The House of Black and White,2,19 Apr. 2015,,8.6,15880,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:13.021597
174,Juego de tronos,5,High Sparrow,3,26 Apr. 2015,,8.6,15211,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:13.021597
175,Juego de tronos,5,Sons of the Harpy,4,3-May-15,,8.8,15821,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:13.021597
176,Juego de tronos,5,Kill the Boy,5,10-May-15,,8.7,16054,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:13.021597
177,Juego de tronos,5,"Unbowed, Unbent, Unbroken",6,17-May-15,,8.1,18330,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:13.021597
178,Juego de tronos,5,The Gift,7,24-May-15,,9.1,18128,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:13.021597
179,Juego de tronos,5,Hardhome,8,31-May-15,,9.9,68242,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:13.021597
180,Juego de tronos,5,The Dance of Dragons,9,7 Jun. 2015,,9.5,29029,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:13.021597
181,Juego de tronos,5,Mother's Mercy,10,14 Jun. 2015,,9,28196,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:13.021597
182,Juego de tronos,6,The Red Woman,1,24 Apr. 2016,,8.6,27650,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:18.969287
183,Juego de tronos,6,Home,2,1-May-16,,9.5,33623,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:18.969287
184,Juego de tronos,6,Oathbreaker,3,8-May-16,,8.8,21943,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:18.969287
185,Juego de tronos,6,Book of the Stranger,4,15-May-16,,9.2,24070,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:18.969287
186,Juego de tronos,6,The Door,5,22-May-16,,9.7,49439,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:18.969287
187,Juego de tronos,6,Blood of My Blood,6,29-May-16,,8.5,21746,https://ia.media-imdb.com/images/M/MV5BMjE3NTQ1NDg1Ml5BMl5BanBnXkFtZTgwNzY2NDA0MjI@._V1_.jpg,4/25/2018,11:33:18.969287
